"Unnamed: 0","restaurant name","restaurant type","rate (out of 5)","num of ratings","avg cost (two people)","online_order","table booking","cuisines type","","area","local address"
"6088","Tarbouche","Kiosk","2.8","40","300","Yes","No","Turkish, Rolls","6088","Basavanagudi","Jayanagar"
"6089","Targaryen's Kitchen","Casual Dining","3.6","25","550","No","No","North Indian, Bengali, Chinese","6089","Jayanagar","JP Nagar"
"6090","Tarlette","Bakery","2.8","40","560","No","No","Bakery, Fast Food","6090","HSR","HSR"
"6091","Taruni Andhra Mess","Mess","3.6","23","200","No","No","Andhra","6091","Byresandra,Tavarekere,Madiwala","Koramangala 5th Block"
"6092","Taste of Assam","Quick Bites","3.2","23","400","Yes","No","Assamese, North Indian, Chinese","6092","Byresandra,Tavarekere,Madiwala","Koramangala 4th Block"
"6093","Taste of Bihar","Takeaway, Delivery","3.7","29","300","Yes","No","Bihari","6093","Kammanahalli","Rammurthy Nagar"
"6094","Taste Of India","Quick Bites","3.1","5","400","No","No","North Indian, Rolls","6094","Bellandur","Bellandur"
"6095","Taste Of India Family Restaurant","Quick Bites","3.2","232","400","Yes","No","North Indian, South Indian","6095","Whitefield","Whitefield"
"6096","Taste Of Kerala","Casual Dining","2.2","48","600","No","No","Kerala, Seafood","6096","Brigade Road","Residency Road"
"6097","Taste Of Kolkata","Quick Bites","3.1","59","400","Yes","No","Bengali, Chinese, Rolls","6097","Bannerghatta Road","BTM"
"6098","Taste Of Malabar","Quick Bites","3.6","23","350","Yes","No","South Indian, Kerala, Chinese","6098","Byresandra,Tavarekere,Madiwala","BTM"
"6099","Taste Of Nawaabs","Casual Dining","3.5","324","600","Yes","No","North Indian, Mughlai","6099","Kalyan Nagar","Banaswadi"
"6100","Taste Of Nawaab's","Casual Dining","3.6","22","600","No","No","North Indian, Chinese","6100","Indiranagar","Domlur"
"6101","Taste of Nepal","Quick Bites","3.4","27","300","Yes","No","Chinese","6101","Residency Road","Koramangala 8th Block"
"6102","Taste Of Tibet","Quick Bites","4","336","300","No","No","Tibetan, Chinese, Momos","6102","Brigade Road","Brigade Road"
"6103","Tastebuds","Bakery, Quick Bites","3.7","23","300","Yes","No","Bakery, Fast Food","6103","Bellandur","Sarjapur Road"
"6104","Tastie's","Quick Bites, Beverage Shop","3.2","10","150","No","No","Fast Food, Beverages, Ice Cream","6104","Malleshwaram","Basaveshwara Nagar"
"6105","Tasting Room - Bengaluru Oota Company","Casual Dining","4","58","2000","No","No","Mangalorean, South Indian","6105","Brigade Road","Ulsoor"
"6106","Tastte!!","Quick Bites","3.7","21","450","Yes","No","Biryani, North Indian, Chinese","6106","Bannerghatta Road","Bannerghatta Road"
"6107","Tasty Bites","Quick Bites","3.7","21","150","No","No","Fast Food, Pizza","6107","Banashankari","Banashankari"
"6108","Tasty Box","Quick Bites","2.9","6","250","Yes","No","North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani","6108","Malleshwaram","Yeshwantpur"
"6109","Tasty Bytes","Quick Bites","3.1","245","300","Yes","No","North Indian, Chinese, Momos, Rolls","6109","Banashankari","Kumaraswamy Layout"
"6110","Tasty Corner","Quick Bites","3.6","13","200","No","No","South Indian","6110","New BEL Road","New BEL Road"
"6111","Tasty Fast Food","Quick Bites","3.2","4","250","No","No","North Indian, Chinese","6111","New BEL Road","New BEL Road"
"6112","Tasty Food","Quick Bites","2.8","40","300","Yes","No","North Indian, Chinese","6112","Brookefield","Whitefield"
"6113","Tasty Funda","Quick Bites","3.3","4","200","No","No","North Indian, Chinese","6113","Electronic City","Electronic City"
"6114","Tasty Homely Food","Takeaway, Delivery","2.8","40","350","Yes","No","North Indian, Chinese, Fast Food, Street Food, Mithai","6114","Brookefield","ITPL Main Road, Whitefield"
"6115","Tasty Jigarthanda","Beverage Shop","3.4","10","150","Yes","No","Beverages, Ice Cream","6115","Bannerghatta Road","BTM"
"6116","Tasty Khaana Khazana","Quick Bites","3.3","6","300","Yes","No","North Indian","6116","Byresandra,Tavarekere,Madiwala","Bommanahalli"
"6117","Tasty King","Quick Bites","3.4","8","400","No","No","South Indian, North Indian, Chinese","6117","Lavelle Road","RT Nagar"
"6118","Tasty Kitchens","Quick Bites","2.8","40","500","Yes","No","Pizza","6118","Koramangala 4th Block","Koramangala 6th Block"
"6119","Tasty Magic","Casual Dining","2.7","73","600","Yes","No","Chinese, North Indian","6119","Byresandra,Tavarekere,Madiwala","BTM"
"6120","Tasty Munch","Quick Bites","3.6","60","200","Yes","No","Fast Food, Street Food, Momos","6120","Malleshwaram","Rajajinagar"
"6121","Tasty Noodle","Quick Bites","3.4","5","400","Yes","No","Chinese, Seafood","6121","Byresandra,Tavarekere,Madiwala","HSR"
"6122","Tasty Paradise","Casual Dining","3.7","98","550","Yes","No","North Indian, Mughlai, Chinese, Beverages","6122","Lavelle Road","Malleshwaram"
"6123","Tasty Point","Delivery","3.3","9","300","Yes","No","Burger, Sandwich, Finger Food","6123","Bannerghatta Road","Bannerghatta Road"
"6124","Tasty Restaurant","Quick Bites","2.8","40","300","No","No","Kerala, South Indian, Chinese","6124","Bannerghatta Road","JP Nagar"
"6125","Tasty Treat","Quick Bites","3.1","131","400","Yes","No","North Indian, Chinese, Biryani, Rolls","6125","HSR","HSR"
"6126","Tasty Yum","Quick Bites","2.8","40","300","No","No","South Indian, Mughlai","6126","Bellandur","Sarjapur Road"
"6127","Tastybites.com","Quick Bites","3.7","82","150","Yes","No","Fast Food, Sandwich, South Indian","6127","Brookefield","Brookefield"
"6128","Tata Cha","Beverage Shop, Cafe","3.2","9","500","Yes","No","Cafe, Tea, North Indian","6128","Malleshwaram","Malleshwaram"
"6129","Tattva Cafe","Cafe","2.8","227","450","No","No","Cafe","6129","Koramangala 4th Block","Koramangala 6th Block"
"6130","Tawa","Quick Bites","3.4","25","200","Yes","No","North Indian","6130","Byresandra,Tavarekere,Madiwala","Koramangala 1st Block"
"6131","Tawa Fresh","Quick Bites","3.4","12","300","Yes","No","Seafood, Biryani, South Indian, North Indian, Rolls","6131","Kalyan Nagar","Hennur"
"6132","Tawa Ghar Ka","Quick Bites","3.8","331","350","Yes","No","North Indian","6132","Byresandra,Tavarekere,Madiwala","HSR"
"6133","Tawa Sagara","Casual Dining","3.8","122","0","No","No","Mangalorean, Seafood","6133","Jayanagar","Jayanagar"
"6134","Tawa Tandoor","Casual Dining","3.9","116","700","Yes","Yes","North Indian, Chinese","6134","New BEL Road","New BEL Road"
"6135","Tayabbs","Quick Bites","3","9","500","Yes","No","Rolls, North Indian, Fast Food","6135","Church Street","Frazer Town"
"6136","Tayo Restaurant","Casual Dining","3.9","44","600","No","No","North Indian, Chinese, Mughlai","6136","Electronic City","Electronic City"
"6137","Taza Khaana","Delivery","3","175","450","Yes","No","Chinese, North Indian","6137","Byresandra,Tavarekere,Madiwala","HSR"
"6138","Taza Tawa","Casual Dining","3.2","41","550","No","No","North Indian, Chinese, Kebab, Beverages","6138","Sarjapur Road","Sarjapur Road"
"6139","TBC - The Breakfast Company","Quick Bites","3.8","26","150","Yes","No","Bihari, North Indian, South Indian","6139","Brookefield","Marathahalli"
"6140","TBC Sky Lounge","Casual Dining, Bar","4.7","6745","1000","No","Yes","Continental, Asian, Italian, North Indian","6140","HSR","HSR"
"6141","TBC- Sky Lounge","Casual Dining, Bar","4.4","619","1000","No","Yes","Continental, Asian, Italian, North Indian","6141","Marathahalli","Marathahalli"
"6142","Tea Addict","Cafe","4","77","300","Yes","No","Cafe, Beverages","6142","HSR","HSR"
"6143","Tea and Wine Lounge","Cafe","3.5","10","800","No","No","Cafe, Tea, Desserts","6143","Brigade Road","Race Course Road"
"6144","Tea Break Lounge","Quick Bites","3.3","5","400","Yes","No","Beverages, Fast Food","6144","Brigade Road","Brigade Road"
"6145","Tea Brew","Cafe, Casual Dining","4.1","1141","500","Yes","No","Cafe, Continental, Momos, Italian, North Indian","6145","Indiranagar","Indiranagar"
"6146","Tea Journey","Cafe","3.8","71","0","No","No","Cafe","6146","MG Road","Indiranagar"
"6147","Tea Samskruthi","Cafe","3.9","18","200","No","No","Cafe","6147","Malleshwaram","Malleshwaram"
"6148","Tea Totallers","Cafe","2.9","19","500","Yes","No","Cafe, Continental, Tea","6148","Bellandur","Bellandur"
"6149","Tea Trails","Cafe","2.8","40","600","Yes","No","Continental, Tea, Fast Food, Italian","6149","Koramangala 4th Block","HSR"
"6150","Tea Villa Cafe","Cafe, Casual Dining","4.2","656","800","No","Yes","Cafe, Continental, Mediterranean, Italian, Desserts","6150","Jayanagar","Jayanagar"
"6151","TeamDelish","Delivery","3.4","9","300","No","No","Healthy Food","6151","Electronic City","Electronic City"
"6152","Teapoy Mutiny","Cafe","4.1","98","500","Yes","No","Cafe, Continental, American, Beverages","6152","Kalyan Nagar","Hennur"
"6153","Tease Whitefield","Lounge","3.7","64","1800","No","Yes","Finger Food","6153","Whitefield","Whitefield"
"6154","Teashot","Cafe","2.9","24","150","No","No","Cafe","6154","Brookefield","Whitefield"
"6155","Teburu","Casual Dining","4.4","203","800","Yes","No","Asian, Chinese, Japanese, BBQ","6155","Kalyan Nagar","Kalyan Nagar"
"6156","Techies Kitchen","Delivery","3.5","197","400","Yes","No","Biryani, North Indian","6156","Whitefield","ITPL Main Road, Whitefield"
"6157","Tella Tales","Cafe","4.2","413","700","Yes","No","Cafe, Desserts, Beverages","6157","Byresandra,Tavarekere,Madiwala","Koramangala 5th Block"
"6158","Tellimagic Restaurant","Quick Bites","3.5","12","400","Yes","No","North Indian, South Indian, Chinese","6158","Electronic City","Electronic City"
"6159","Telugu Velugu","Food Court","3","6","300","No","No","South Indian, Biryani","6159","Bellandur","Bellandur"
"6160","Temple Meals","Quick Bites","3.8","76","200","No","No","South Indian","6160","Malleshwaram","Malleshwaram"
"6161","Temptation","Quick Bites","2.8","40","300","No","No","North Indian, South Indian","6161","Brookefield","Whitefield"
"6162","Tempteys","Beverage Shop, Dessert Parlor","3.7","39","500","Yes","No","Beverages","6162","Bellandur","HSR"
"6163","Tempura Restaurant","Casual Dining","3.9","122","500","No","No","Japanese, Chinese, Tibetan, Momos","6163","Brigade Road","Brigade Road"
"6164","Tenco Infusions","Beverage Shop","3.5","15","200","No","No","Beverages, Salad","6164","Indiranagar","Indiranagar"
"6165","Tenzin Kitchen","Quick Bites","4.2","522","450","Yes","No","Tibetan, Chinese, Momos","6165","Byresandra,Tavarekere,Madiwala","Koramangala 7th Block"
"6166","Teppan Japanese Grill & Sushi Bar","Casual Dining","4.3","901","2000","Yes","No","Japanese","6166","Brigade Road","Ulsoor"
"6167","Terminus Tiffin Meal Service","Delivery","2.8","40","200","No","No","North Indian","6167","New BEL Road","North Bangalore"
"6168","Terra Bites","Cafe, Casual Dining","4","61","700","Yes","No","Cafe, Italian, Continental","6168","Byresandra,Tavarekere,Madiwala","Koramangala 4th Block"
"6169","Terrace Lounge","Lounge","3.6","25","1600","No","No","North Indian, Chinese, Seafood","6169","Bannerghatta Road","Bannerghatta Road"
"6170","Terracotta Whitefield","Fine Dining","4","244","3000","No","Yes","North Indian, Lucknowi, Afghan","6170","Whitefield","Whitefield"
"6171","Tetto","Casual Dining, Bar","3.7","130","1200","Yes","No","Continental","6171","Byresandra,Tavarekere,Madiwala","Koramangala 1st Block"
"6172","Tewari Bros Mithai Shoppie","Sweet Shop","3.8","59","300","Yes","No","Fast Food, Mithai","6172","Brigade Road","Commercial Street"
"6173","TFC - Tony's Food Corner","Casual Dining","3.1","23","400","Yes","No","North Indian, Chinese","6173","Indiranagar","ITPL Main Road, Whitefield"
"6174","TFI - The Fresh Ice Cream","Dessert Parlor","3.2","41","400","Yes","No","Ice Cream, Beverages","6174","Bannerghatta Road","Bannerghatta Road"
"6175","TGI Fridays","Lounge","3.9","1337","1700","Yes","Yes","American, Burger, Italian, Steak","6175","Bannerghatta Road","Bannerghatta Road"
"6176","TGS Retails","Takeaway, Delivery","3.3","4","600","No","No","Bakery, Desserts","6176","Byresandra,Tavarekere,Madiwala","HSR"
"6177","Thai & Chinese Fast Food","Quick Bites","3.4","7","400","No","No","Chinese, Thai","6177","Whitefield","KR Puram"
"6178","Thai Chy","Casual Dining","4.3","367","1200","Yes","Yes","Thai, Asian, Indonesian","6178","Indiranagar","Indiranagar"
"6179","Thai House","Casual Dining","4.2","125","700","Yes","No","Thai","6179","Indiranagar","Brigade Road"
"6180","Thalaserry Food Court","Casual Dining","3.5","21","600","No","No","Kerala, Biryani, Seafood, North Indian, Chinese","6180","Whitefield","Whitefield"
"6181","Thalassery Cafe","Quick Bites","3.4","7","150","No","No","Street Food","6181","Byresandra,Tavarekere,Madiwala","BTM"
"6182","Thalassery Food Court","Casual Dining","3.1","4","500","No","No","Kerala, North Indian, Chinese","6182","Bannerghatta Road","Bannerghatta Road"
"6183","Thalassery Hotel","Quick Bites","2.8","40","300","No","No","Kerala, South Indian","6183","Bannerghatta Road","Bannerghatta Road"
"6184","Thalassery Mess","Mess","3.3","7","300","No","No","Kerala","6184","HSR","HSR"
"6185","Thalassery Plaza","Quick Bites","3.5","33","400","Yes","No","Kerala, North Indian, Chinese","6185","Kammanahalli","Hennur"
"6186","Thalassery Restaurant","Casual Dining","2.8","40","600","Yes","No","Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala","6186","Bannerghatta Road","Bannerghatta Road"
"6187","Thalis Of India","Delivery","3.3","7","500","Yes","No","South Indian, North Indian, Beverages","6187","Bellandur","Sarjapur Road"
"6188","Thamboola","Casual Dining","3.8","139","800","Yes","No","North Indian, Chinese, Continental","6188","Jayanagar","Banashankari"
"6189","Thanco's Natural Ice Cream","Dessert Parlor","3.1","8","450","No","No","Ice Cream, Desserts","6189","Rajajinagar","Rajajinagar"
"6190","Thanco's Natural Ice Creams","Dessert Parlor","3.2","9","300","No","No","Ice Cream","6190","Banashankari","Banashankari"
"6191","Thanco's Naturals Ice Cream","Dessert Parlor","3.6","21","450","Yes","No","Ice Cream, Desserts","6191","Marathahalli","Marathahalli"
"6192","Thanima Garden Restaurant","Casual Dining","3.6","163","500","Yes","No","North Indian, Chinese, Kerala","6192","Electronic City","Electronic City"
"6193","Thanishka Nati And Karavali Style","Quick Bites","2.8","40","400","No","No","Biryani, Fast Food","6193","Banashankari","Banashankari"
"6194","Tharavadu","Quick Bites","3.8","83","400","Yes","No","Chinese, North Indian, Kerala","6194","HSR","HSR"
"6195","That Garage Cafe","Cafe","3.1","40","650","Yes","No","Cafe, Italian, Continental, European","6195","Bellandur","HSR"
"6196","Thayee Touch","Casual Dining","3.6","30","450","No","No","North Indian, Chinese, South Indian","6196","Bannerghatta Road","JP Nagar"
"6197","The 13th Floor","Lounge","4.4","4575","1700","No","Yes","Asian, North Indian, Thai","6197","Brigade Road","MG Road"
"6198","The 3 Musketeers","Dessert Parlor","3.2","5","200","No","No","Ice Cream, Desserts","6198","Brookefield","Whitefield"
"6199","The 90s Hash House","Cafe","3.8","63","500","No","No","Cafe","6199","Byresandra,Tavarekere,Madiwala","BTM"
"6200","The Adukkala Restaurant","Casual Dining","3.6","40","500","Yes","No","Kerala","6200","Brigade Road","Brigade Road"
"6201","The Airos","Cafe","4.1","130","650","Yes","No","Cafe, Italian, Pizza","6201","Banashankari","Jayanagar"
"6202","The Alphaa","Casual Dining","3.8","272","550","Yes","No","Andhra, North Indian, Chinese, Biryani, Seafood","6202","HSR","Bommanahalli"
"6203","The Andhra Bhojanam","Bhojanalya","3.2","4","300","Yes","No","South Indian","6203","Brookefield","ITPL Main Road, Whitefield"
"6204","The Ants Cafe & Store","Cafe","3.9","1380","900","Yes","Yes","Cafe, Italian","6204","Indiranagar","Indiranagar"
"6205","The Arabesque Cafe","Casual Dining","4.1","40","600","No","No","American, Continental, Chinese","6205","Koramangala 4th Block","Koramangala 4th Block"
"6206","The Arabian Nights","Takeaway, Delivery","2.6","51","300","Yes","No","Arabian, North Indian, Chinese","6206","Byresandra,Tavarekere,Madiwala","BTM"
"6207","The Asian Curry House","Casual Dining","4.5","785","1000","Yes","No","Vietnamese, Thai, Burmese, Japanese","6207","Malleshwaram","Malleshwaram"
"6208","The Bahubali","Casual Dining","3.4","153","800","Yes","Yes","North Indian, Chinese","6208","Marathahalli","Marathahalli"
"6209","The Baker's","Bakery, Quick Bites","2.4","32","500","No","No","Bakery, Fast Food","6209","HSR","HSR"
"6210","The Bakery World","Bakery","3.2","5","250","No","No","Bakery, Desserts","6210","Church Street","Frazer Town"
"6211","The Banana Kick","Cafe","3.3","8","600","Yes","No","Cafe, Beverages","6211","Malleshwaram","New BEL Road"
"6212","The Bangalore Cafe","Casual Dining","4.1","473","800","No","Yes","Modern Indian, North Indian, Pizza, Continental, Beverages","6212","Brigade Road","Shanti Nagar"
"6213","The Bao Belly","Cafe","3.3","9","0","No","No","Cafe","6213","Residency Road","Residency Road"
"6214","The Bar Stock Exchange","Pub, Casual Dining","4.2","634","1300","No","No","Continental, Chinese, North Indian, Finger Food","6214","Lavelle Road","St. Marks Road"
"6215","The Bar Therapy","Bar","2.8","40","800","No","No","Continental, Chinese","6215","HSR","Koramangala 1st Block"
"6216","The Barn - Bar & Kitchen","Pub","4.2","240","1500","No","Yes","American, North Indian, Chinese","6216","Brigade Road","Brigade Road"
"6217","The Bawarchi","Casual Dining","2.5","256","1050","Yes","No","North Indian, Chinese","6217","Kammanahalli","Banaswadi"
"6218","The Beer Cafe","Pub","4.1","673","1400","Yes","Yes","Finger Food, North Indian, Chinese, Italian","6218","Whitefield","Whitefield"
